Freq.	V(n017)	V(n032)
1.16700478535453e+003	(-7.51721959910890e+001dB,1.78145961834130e+002°)	(1.36149114769860e+001dB,-1.71126709158786e+002°)
1.19428222916713e+003	(-7.43618385195316e+001dB,1.77570915049816e+002°)	(1.36308847531514e+001dB,-1.71982088320021e+002°)
1.22219725300535e+003	(-7.35518504691120e+001dB,1.76994042038199e+002°)	(1.36461554800557e+001dB,-1.72834238799014e+002°)
1.25076475959585e+003	(-7.27422177041713e+001dB,1.76415065090711e+002°)	(1.36607535586825e+001dB,-1.73683554603012e+002°)
1.28000000000002e+003	(-7.19329267303168e+001dB,1.75833703194946e+002°)	(1.36747076825847e+001dB,-1.74530432538158e+002°)
1.30991858175589e+003	(-7.11239646748760e+001dB,1.75249671994712e+002°)	(1.36880453801406e+001dB,-1.75375272197189e+002°)
1.34053647721042e+003	(-7.03153192678938e+001dB,1.74662683740664e+002°)	(1.37007930558446e+001dB,-1.76218475963459e+002°)
1.37187003204647e+003	(-6.95069788236864e+001dB,1.74072447231693e+002°)	(1.37129760306052e+001dB,-1.77060449030782e+002°)
1.40393597400914e+003	(-6.86989322229663e+001dB,1.73478667747290e+002°)	(1.37246185810273e+001dB,-1.77901599438621e+002°)
1.43675142183602e+003	(-6.78911688955473e+001dB,1.72881046971020e+002°)	(1.37357439776619e+001dB,-1.78742338122169e+002°)
1.47033389439623e+003	(-6.70836788036373e+001dB,1.72279282905263e+002°)	(1.37463745222122e+001dB,-1.79583078976928e+002°)
1.50470132004304e+003	(-6.62764524257243e+001dB,1.71673069777348e+002°)	(1.37565315836883e+001dB,1.79575761062601e+002°)
1.53987204618513e+003	(-6.54694807410581e+001dB,1.71062097937165e+002°)	(1.37662356335072e+001dB,1.78733761930438e+002°)
1.57586484908151e+003	(-6.46627552147295e+001dB,1.70446053746332e+002°)	(1.37755062795389e+001dB,1.77890500323163e+002°)
1.61269894386546e+003	(-6.38562677833469e+001dB,1.69824619458963e+002°)	(1.37843622991010e+001dB,1.77045549580727e+002°)
1.65039399480268e+003	(-6.30500108413065e+001dB,1.69197473094058e+002°)	(1.37928216709097e+001dB,1.76198479554239e+002°)
1.68897012578933e+003	(-6.22439772276565e+001dB,1.68564288299496e+002°)	(1.38009016059960e+001dB,1.75348856460930e+002°)
1.72844793109531e+003	(-6.14381602135463e+001dB,1.67924734207597e+002°)	(1.38086185775970e+001dB,1.74496242726385e+002°)
1.76884848635878e+003	(-6.06325534902598e+001dB,1.67278475282177e+002°)	(1.38159883500375e+001dB,1.73640196814171e+002°)
1.81019335983759e+003	(-5.98271511578230e+001dB,1.66625171156989e+002°)	(1.38230260066150e+001dB,1.72780273042860e+002°)
1.85250462392371e+003	(-5.90219477141811e+001dB,1.65964476465409e+002°)	(1.38297459765067e+001dB,1.71916021390480e+002°)
1.89580486692683e+003	(-5.82169380449369e+001dB,1.65296040661188e+002°)	(1.38361620607132e+001dB,1.71046987286291e+002°)
1.94011720513334e+003	(-5.74121174136418e+001dB,1.64619507830045e+002°)	(1.38422874570604e+001dB,1.70172711389827e+002°)
1.98546529514721e+003	(-5.66074814526323e+001dB,1.63934516491842e+002°)	(1.38481347842768e+001dB,1.69292729357003e+002°)
2.03187334651932e+003	(-5.58030261544028e+001dB,1.63240699393037e+002°)	(1.38537161051679e+001dB,1.68406571593095e+002°)
2.07936613467199e+003	(-5.49987478635059e+001dB,1.62537683289047e+002°)	(1.38590429489071e+001dB,1.67513762992311e+002°)
2.12796901412557e+003	(-5.41946432689730e+001dB,1.61825088716119e+002°)	(1.38641263324648e+001dB,1.66613822663629e+002°)
2.17770793203422e+003	(-5.33907093972460e+001dB,1.61102529752235e+002°)	(1.38689767811956e+001dB,1.65706263642482e+002°)
2.22860944203811e+003	(-5.25869436056133e+001dB,1.60369613766536e+002°)	(1.38736043486070e+001dB,1.64790592587860e+002°)
2.28070071843930e+003	(-5.17833435761428e+001dB,1.59625941156642e+002°)	(1.38780186353276e+001dB,1.63866309464259e+002°)
2.33400957070907e+003	(-5.09799073101076e+001dB,1.58871105073231e+002°)	(1.38822288072984e+001dB,1.62932907207891e+002°)
2.38856445833426e+003	(-5.01766331228981e+001dB,1.58104691131103e+002°)	(1.38862436132070e+001dB,1.61989871376437e+002°)
2.44439450601070e+003	(-4.93735196394193e+001dB,1.57326277105902e+002°)	(1.38900714011836e+001dB,1.61036679781587e+002°)
2.50152951919171e+003	(-4.85705657899723e+001dB,1.56535432615573e+002°)	(1.38937201347816e+001dB,1.60072802103465e+002°)
2.56000000000004e+003	(-4.77677708066218e+001dB,1.55731718785496e+002°)	(1.38971974082590e+001dB,1.59097699485983e+002°)
2.61983716351178e+003	(-4.69651342200554e+001dB,1.54914687896168e+002°)	(1.39005104611812e+001dB,1.58110824112011e+002°)
2.68107295442084e+003	(-4.61626558569437e+001dB,1.54083883012141e+002°)	(1.39036661923626e+001dB,1.57111618757175e+002°)
2.74374006409295e+003	(-4.53603358378151e+001dB,1.53238837590795e+002°)	(1.39066711731633e+001dB,1.56099516320913e+002°)
2.80787194801828e+003	(-4.45581745754650e+001dB,1.52379075069389e+002°)	(1.39095316601577e+001dB,1.55073939333331e+002°)
2.87350284367204e+003	(-4.37561727739262e+001dB,1.51504108428617e+002°)	(1.39122536071889e+001dB,1.54034299436171e+002°)
2.94066778879245e+003	(-4.29543314280367e+001dB,1.50613439730765e+002°)	(1.39148426768231e+001dB,1.52979996836104e+002°)
3.00940264008608e+003	(-4.21526518236477e+001dB,1.49706559630299e+002°)	(1.39173042512140e+001dB,1.51910419728292e+002°)
3.07974409237027e+003	(-4.13511355385326e+001dB,1.48782946854531e+002°)	(1.39196434423892e+001dB,1.50824943688005e+002°)
3.15172969816303e+003	(-4.05497844440658e+001dB,1.47842067651713e+002°)	(1.39218651019631e+001dB,1.49722931027800e+002°)
3.22539788773093e+003	(-3.97486007077637e+001dB,1.46883375203641e+002°)	(1.39239738302835e+001dB,1.48603730117511e+002°)
3.30078798960537e+003	(-3.89475867967962e+001dB,1.45906308999554e+002°)	(1.39259739850102e+001dB,1.47466674664003e+002°)
3.37794025157866e+003	(-3.81467454826063e+001dB,1.44910294167713e+002°)	(1.39278696891247e+001dB,1.46311082947305e+002°)
3.45689586219062e+003	(-3.73460798468009e+001dB,1.43894740760717e+002°)	(1.39296648383609e+001dB,1.45136257009335e+002°)
3.53769697271756e+003	(-3.65455932885167e+001dB,1.42859042990126e+002°)	(1.39313631080423e+001dB,1.43941481791040e+002°)
3.62038671967518e+003	(-3.57452895335024e+001dB,1.41802578405529e+002°)	(1.39329679593034e+001dB,1.42726024213251e+002°)
3.70500924784743e+003	(-3.49451726452135e+001dB,1.40724707012636e+002°)	(1.39344826446611e+001dB,1.41489132196034e+002°)
3.79160973385366e+003	(-3.41452470382736e+001dB,1.39624770324413e+002°)	(1.39359102128908e+001dB,1.40230033610688e+002°)
3.88023441026668e+003	(-3.33455174947293e+001dB,1.38502090338617e+002°)	(1.39372535131462e+001dB,1.38947935157817e+002°)
3.97093059029442e+003	(-3.25459891836111e+001dB,1.37355968434382e+002°)	(1.39385151982400e+001dB,1.37642021164149e+002°)
4.06374669303866e+003	(-3.17466676844139e+001dB,1.36185684179741e+002°)	(1.39396977269798e+001dB,1.36311452289792e+002°)
4.15873226934399e+003	(-3.09475590152326e+001dB,1.34990494041088e+002°)	(1.39408033654188e+001dB,1.34955364136632e+002°)
4.25593802825114e+003	(-3.01486696664306e+001dB,1.33769629984657e+002°)	(1.39418341868441e+001dB,1.33572865747339e+002°)
4.35541586406845e+003	(-2.93500066408891e+001dB,1.32522297959066e+002°)	(1.39427920702701e+001dB,1.32163037983098e+002°)
4.45721888407623e+003	(-2.85515775020902e+001dB,1.31247676246869e+002°)	(1.39436786971437e+001dB,1.30724931766595e+002°)
4.56140143687861e+003	(-2.77533904315202e+001dB,1.29944913671829e+002°)	(1.39444955458841e+001dB,1.29257566174981e+002°)
4.66801914141815e+003	(-2.69554542971719e+001dB,1.28613127647361e+002°)	(1.39452438837771e+001dB,1.27759926365463e+002°)
4.77712891666853e+003	(-2.61577787352527e+001dB,1.27251402050178e+002°)	(1.39459247556131e+001dB,1.26230961313764e+002°)
4.88878901202141e+003	(-2.53603742476093e+001dB,1.25858784901738e+002°)	(1.39465389682922e+001dB,1.24669581342955e+002°)
5.00305903838342e+003	(-2.45632523178495e+001dB,1.24434285838543e+002°)	(1.39470870704105e+001dB,1.23074655416962e+002°)
5.12000000000009e+003	(-2.37664255496973e+001dB,1.22976873350779e+002°)	(1.39475693255771e+001dB,1.21445008169415e+002°)
5.23967432702358e+003	(-2.29699078317780e+001dB,1.21485471767202e+002°)	(1.39479856778757e+001dB,1.19779416634282e+002°)
5.36214590884170e+003	(-2.21737145338058e+001dB,1.19958957962645e+002°)	(1.39483357074620e+001dB,1.18076606639876e+002°)
5.48748012818591e+003	(-2.13778627400626e+001dB,1.18396157763047e+002°)	(1.39486185737535e+001dB,1.16335248822262e+002°)
5.61574389603658e+003	(-2.05823715271367e+001dB,1.16795842021715e+002°)	(1.39488329429912e+001dB,1.14553954207689e+002°)
5.74700568734409e+003	(-1.97872622941572e+001dB,1.15156722339547e+002°)	(1.39489768961017e+001dB,1.12731269306331e+002°)
5.88133557758492e+003	(-1.89925591552514e+001dB,1.13477446401550e+002°)	(1.39490478117100e+001dB,1.10865670651280e+002°)
6.01880528017218e+003	(-1.81982894056954e+001dB,1.11756592902215e+002°)	(1.39490422177934e+001dB,1.08955558707193e+002°)
6.15948818474054e+003	(-1.74044840752681e+001dB,1.09992666033579e+002°)	(1.39489556037562e+001dB,1.06999251062253e+002°)
6.30345939632608e+003	(-1.66111785846939e+001dB,1.08184089512411e+002°)	(1.39487821825415e+001dB,1.04994974804976e+002°)
6.45079577546186e+003	(-1.58184135238140e+001dB,1.06329200127440e+002°)	(1.39485145896780e+001dB,1.02940857973928e+002°)
6.60157597921076e+003	(-1.50262355733142e+001dB,1.04426240794483e+002°)	(1.39481435027320e+001dB,1.00834919953554e+002°)
6.75588050315734e+003	(-1.42346985954914e+001dB,1.02473353117585e+002°)	(1.39476571603292e+001dB,9.86750606731719e+001°)
6.91379172438126e+003	(-1.34438649237177e+001dB,1.00468569468829e+002°)	(1.39470407544954e+001dB,9.64590484491137e+001°)
7.07539394543514e+003	(-1.26538068849773e+001dB,9.84098046196491e+001°)	(1.39462756632734e+001dB,9.41845062923062e+001°)
7.24077343935038e+003	(-1.18646085951253e+001dB,9.62948469839021e+001°)	(1.39453384820641e+001dB,9.18488964863242e+001°)
7.41001849569487e+003	(-1.10763680723267e+001dB,9.41213495696192e+001°)	(1.39441998014927e+001dB,8.94495032252512e+001°)
7.58321946770735e+003	(-1.02891997203976e+001dB,9.18868207848409e+001°)	(1.39428226663293e+001dB,8.69834130887008e+001°)
7.76046882053338e+003	(-9.50323724034962e+000dB,8.95886153061835e+001°)	(1.39411606334739e+001dB,8.44474931260615e+001°)
7.94186118058887e+003	(-8.71863703506066e+000dB,8.72239253004906e+001°)	(1.39391553265651e+001dB,8.18383663279197e+001°)
8.12749338607733e+003	(-7.93558217823301e+000dB,8.47897723942979e+001°)	(1.39367333595512e+001dB,7.91523842861353e+001°)
8.31746453868800e+003	(-7.15428702401307e+000dB,8.22830009177185e+001°)	(1.39338024706864e+001dB,7.63855968944271e+001°)
8.51187605650230e+003	(-6.37500253686008e+000dB,7.97002731139916e+001°)	(1.39302466709243e+001dB,7.35337190315930e+001°)
8.71083172813692e+003	(-5.59802242110266e+000dB,7.70380672086809e+001°)	(1.39259201656813e+001dB,7.05920943178342e+001°)
8.91443776815247e+003	(-4.82369012419477e+000dB,7.42926794782193e+001°)	(1.39206397557714e+001dB,6.75556562661450e+001°)
9.12280287375724e+003	(-4.05240677439407e+000dB,7.14602317494947e+001°)	(1.39141753618384e+001dB,6.44188874994825e+001°)
9.33603828283631e+003	(-3.28464008903161e+000dB,6.85366861006691e+001°)	(1.39062382477607e+001dB,6.11757782160376e+001°)
9.55425783333709e+003	(-2.52093424938876e+000dB,6.55178689130638e+001°)	(1.38964664450823e+001dB,5.78197858190463e+001°)
9.77757802404285e+003	(-1.76192067714832e+000dB,6.23995068304254e+001°)	(1.38844068084879e+001dB,5.43437986599520e+001°)
1.00061180767669e+004	(-1.00832955930328e+000dB,5.91772775872597e+001°)	(1.38694930727280e+001dB,5.07401082664786e+001°)
1.02400000000002e+004	(-2.61001846728664e-001dB,5.58468790248212e+001°)	(1.38510192530512e+001dB,4.70003963450048e+001°)
1.04793486540472e+004	(4.79098709754148e-001dB,5.24041198481911e+001°)	(1.38281077645156e+001dB,4.31157453649037e+001°)
1.07242918176834e+004	(1.21087412715471e+000dB,4.88450356843265e+001°)	(1.37996717771381e+001dB,3.90766847306122e+001°)
1.09749602563719e+004	(1.93308225182305e+000dB,4.51660336354870e+001°)	(1.37643716415879e+001dB,3.48732884274094e+001°)
1.12314877920732e+004	(2.64432948814244e+000dB,4.13640676055632e+001°)	(1.37205658070232e+001dB,3.04953444258150e+001°)
1.14940113746882e+004	(3.34306766555517e+000dB,3.74368450055370e+001°)	(1.36662576258874e+001dB,2.59326205783657e+001°)
1.17626711551699e+004	(4.02759678870099e+000dB,3.33830628219581e+001°)	(1.35990409290719e+001dB,2.11752552697911e+001°)
1.20376105603444e+004	(4.69607560555311e+000dB,2.92026673232974e+001°)	(1.35160493657005e+001dB,1.62143019764033e+001°)
1.23189763694811e+004	(5.34654195374804e+000dB,2.48971268906571e+001°)	(1.34139172499405e+001dB,1.10424525019865e+001°)
1.26069187926522e+004	(5.97694460887787e+000dB,2.04697018457068e+001°)	(1.32887628494588e+001dB,5.65495040713017e+000°)
1.29015915509238e+004	(6.58518776416149e+000dB,1.59256893139166e+001°)	(1.31362081263036e+001dB,5.06800693526152e-002°)
1.32031519584215e+004	(7.16918825203574e+000dB,1.12726161181893e+001°)	(1.29514508201703e+001dB,-5.76662497736060e+000°)
1.35117610063147e+004	(7.72694417682579e+000dB,6.52034982211152e+000°)	(1.27294038138667e+001dB,-1.17871673668041e+001°)
1.38275834487625e+004	(8.25661187430833e+000dB,1.68109885713198e+000°)	(1.24649110449478e+001dB,-1.79940409720876e+001°)
1.41507878908703e+004	(8.75658629119032e+000dB,-3.23072155645442e+000°)	(1.21530374608743e+001dB,-2.43625831527050e+001°)
1.44815468787008e+004	(9.22557834549153e+000dB,-8.19876976477351e+000°)	(1.17894130965573e+001dB,-3.08603640389806e+001°)
1.48200369913898e+004	(9.66268199824864e+000dB,-1.32052005075065e+001°)	(1.13705917427979e+001dB,-3.74479991086914e+001°)
1.51664389354147e+004	(1.00674239835269e+001dB,-1.82312081475085e+001°)	(1.08943694374836e+001dB,-4.40808406052078e+001°)
1.55209376410668e+004	(1.04397905569403e+001dB,-2.32576510123613e+001°)	(1.03600047557090e+001dB,-5.07114165731482e+001°)
1.58837223611778e+004	(1.07802280936940e+001dB,-2.82657051451710e+001°)	(9.76829627519318e+000dB,-5.72922991686095e+001°)
1.62549867721547e+004	(1.10896174660416e+001dB,-3.32374911143551e+001°)	(9.12150071050532e+000dB,-6.37789667213572e+001°)
1.66349290773760e+004	(1.13692252430219e+001dB,-3.81566218006083e+001°)	(8.42310911449460e+000dB,-7.01322257570776e+001°)
1.70237521130046e+004	(1.16206372642058e+001dB,-4.30086312052454e+001°)	(7.67752635604442e+000dB,-7.63198790834285e+001°)
1.74216634562739e+004	(1.18456816034732e+001dB,-4.77812614127336e+001°)	(6.88971202401493e+000dB,-8.23175140900934e+001°)
1.78288755363050e+004	(1.20463482061420e+001dB,-5.24646031370128e+001°)	(6.06483724295235e+000dB,-8.81084712758184e+001°)
1.82456057475145e+004	(1.22247116914871e+001dB,-5.70511013165926e+001°)	(5.20799642774299e+000dB,-9.36831817497463e+001°)
1.86720765656727e+004	(1.23828623026278e+001dB,-6.15354486723534e+001°)	(4.32399337783397e+000dB,-9.90381140214572e+001°)
1.91085156666742e+004	(1.25228481674761e+001dB,-6.59143961515058e+001°)	(3.41720381495852e+000dB,-1.04174556523651e+002°)
1.95551560480857e+004	(1.26466302721195e+001dB,-7.01865101889565e+001°)	(2.49150487094534e+000dB,-1.09097410319781e+002°)
2.00122361535338e+004	(1.27560500899269e+001dB,-7.43519039702798e+001°)	(1.55025650611578e+000dB,-1.13814103291536e+002°)
2.04800000000004e+004	(1.28528087717954e+001dB,-7.84119649011149e+001°)	(5.96318989388588e-001dB,-1.18333680840013e+002°)
2.09586973080944e+004	(1.29384561912455e+001dB,-8.23690946636097e+001°)	(-3.67907498606644e-001dB,-1.22666086780266e+002°)
2.14485836353669e+004	(1.30143878880372e+001dB,-8.62264726022356e+001°)	(-1.34043198764515e+000dB,-1.26821622420553e+002°)
2.19499205127437e+004	(1.30818479700272e+001dB,-8.99878483500143e+001°)	(-2.31961822826329e+000dB,-1.30810558855938e+002°)
2.24629755841464e+004	(1.31419362177803e+001dB,-9.36573658491878e+001°)	(-3.30413152135504e+000dB,-1.34642873300104e+002°)
2.29880227493764e+004	(1.31956179078411e+001dB,-9.72394182534530e+001°)	(-4.29288970488903e+000dB,-1.38328081272083e+002°)
2.35253423103398e+004	(1.32437351681395e+001dB,-1.00738531490680e+002°)	(-5.28501966256221e+000dB,-1.41875140022151e+002°)
2.40752211206888e+004	(1.32870189636802e+001dB,-1.04159273320274e+002°)	(-6.27981975802774e+000dB,-1.45292403035769e+002°)
2.46379527389623e+004	(1.33261010609371e+001dB,-1.07506184334432e+002°)	(-7.27672801999118e+000dB,-1.48587609841188e+002°)
2.52138375853044e+004	(1.33615255263941e+001dB,-1.10783727346722e+002°)	(-8.27529559137168e+000dB,-1.51767899207151e+002°)
2.58031831018475e+004	(1.33937594778002e+001dB,-1.13996251839334e+002°)	(-9.27516481760170e+000dB,-1.54839836994665e+002°)
2.64063039168431e+004	(1.34232029298708e+001dB,-1.17147970494322e+002°)	(-1.02760513177529e+001dB,-1.57809452426322e+002°)
2.70235220126294e+004	(1.34501976654370e+001dB,-1.20242945239066e+002°)	(-1.12777294114361e+001dB,-1.60682278438857e+002°)
2.76551668975251e+004	(1.34750351249779e+001dB,-1.23285080643862e+002°)	(-1.22800203343159e+001dB,-1.63463393195001e+002°)
2.83015757817406e+004	(1.34979633482233e+001dB,-1.26278122891193e+002°)	(-1.32827827470189e+001dB,-1.66157460853667e+002°)
2.89630937574016e+004	(1.35191930264416e+001dB,-1.29225662877074e+002°)	(-1.42859051153495e+001dB,-1.68768770424806e+002°)
2.96400739827796e+004	(1.35389027374818e+001dB,-1.32131142299265e+002°)	(-1.52892996082050e+001dB,-1.71301272042044e+002°)
3.03328778708295e+004	(1.35572434410742e+001dB,-1.34997861835046e+002°)	(-1.62928972206608e+001dB,-1.73758610331706e+002°)
3.10418752821336e+004	(1.35743423119179e+001dB,-1.37828990715899e+002°)	(-1.72966438825033e+001dB,-1.76144154786254e+002°)
3.17674447223556e+004	(1.35903059846308e+001dB,-1.40627577172594e+002°)	(-1.83004973571511e+001dB,-1.78461027197275e+002°)
3.25099735443094e+004	(1.36052232790984e+001dB,-1.43396559357186e+002°)	(-1.93044247731124e+001dB,1.79287873707205e+002°)
3.32698581547521e+004	(1.36191674681023e+001dB,-1.46138776453481e+002°)	(-2.03084006607742e+001dB,1.77099850226092e+002°)
3.40475042260093e+004	(1.36321981420009e+001dB,-1.48856979769412e+002°)	(-2.13124053923397e+001dB,1.74972386030731e+002°)
3.48433269125478e+004	(1.36443627180932e+001dB,-1.51553843667742e+002°)	(-2.23164239430437e+001dB,1.72903128667832e+002°)
3.56577510726100e+004	(1.36556976353963e+001dB,-1.54231976239055e+002°)	(-2.33204449081754e+001dB,1.70889874000029e+002°)
3.64912114950291e+004	(1.36662292690532e+001dB,-1.56893929656182e+002°)	(-2.43244597236310e+001dB,1.68930552375909e+002°)
3.73441531313454e+004	(1.36759745925296e+001dB,-1.59542210174349e+002°)	(-2.53284620483044e+001dB,1.67023216336561e+002°)
3.82170313333485e+004	(1.36849416101815e+001dB,-1.62179287758330e+002°)	(-2.63324472750969e+001dB,1.65166029682658e+002°)
3.91103120961715e+004	(1.36931295776655e+001dB,-1.64807605328308e+002°)	(-2.73364121440969e+001dB,1.63357257743293e+002°)
4.00244723070676e+004	(1.37005290229938e+001dB,-1.67429587620919e+002°)	(-2.83403544368797e+001dB,1.61595258704624e+002°)
4.09600000000009e+004	(1.37071215767648e+001dB,-1.70047649662024e+002°)	(-2.93442727351886e+001dB,1.59878475872179e+002°)
4.19173946161888e+004	(1.37128796162033e+001dB,-1.72664204843539e+002°)	(-3.03481662306839e+001dB,1.58205430755284e+002°)
4.28971672707338e+004	(1.37177657240788e+001dB,-1.75281672588438e+002°)	(-3.13520345751784e+001dB,1.56574716875367e+002°)
4.38998410254875e+004	(1.37217319603292e+001dB,-1.77902485575991e+002°)	(-3.23558777629514e+001dB,1.54984994211793e+002°)
4.49259511682929e+004	(1.37247189412965e+001dB,1.79470903516811e+002°)	(-3.33596960384586e+001dB,1.53434984209508e+002°)
4.59760454987529e+004	(1.37266547188988e+001dB,1.76836015821924e+002°)	(-3.43634898241305e+001dB,1.51923465282194e+002°)
4.70506846206796e+004	(1.37274534498723e+001dB,1.74190340724187e+002°)	(-3.53672596640440e+001dB,1.50449268752863e+002°)
4.81504422413777e+004	(1.37270138434986e+001dB,1.71531331061529e+002°)	(-3.63710061801182e+001dB,1.49011275181130e+002°)
4.92759054779246e+004	(1.37252173751086e+001dB,1.68856399235839e+002°)	(-3.73747300381767e+001dB,1.47608411032698e+002°)
5.04276751706089e+004	(1.37219262523063e+001dB,1.66162914430296e+002°)	(-3.83784319217668e+001dB,1.46239645652170e+002°)
5.16063662036952e+004	(1.37169811215121e+001dB,1.63448201176792e+002°)	(-3.93821125120583e+001dB,1.44903988505092e+002°)
5.28126078336863e+004	(1.37101985044028e+001dB,1.60709539571674e+002°)	(-4.03857724724951e+001dB,1.43600486659355e+002°)
5.40470440252590e+004	(1.37013679575009e+001dB,1.57944167499279e+002°)	(-4.13894124371414e+001dB,1.42328222479706e+002°)
5.53103337950503e+004	(1.36902489540360e+001dB,1.55149285290134e+002°)	(-4.23930330018888e+001dB,1.41086311512330e+002°)
5.66031515634814e+004	(1.36765674958177e+001dB,1.52322063312933e+002°)	(-4.33966347178556e+001dB,1.39873900539183e+002°)
5.79261875148033e+004	(1.36600124749051e+001dB,1.49459653074096e+002°)	(-4.44002180864552e+001dB,1.38690165784171e+002°)
5.92801479655592e+004	(1.36402318210462e+001dB,1.46559202472029e+002°)	(-4.54037835557104e+001dB,1.37534311255376e+002°)
6.06657557416591e+004	(1.36168284919730e+001dB,1.43617875919327e+002°)	(-4.64073315174835e+001dB,1.36405567209305e+002°)
6.20837505642673e+004	(1.35893563903788e+001dB,1.40632880096821e+002°)	(-4.74108623053551e+001dB,1.35303188724743e+002°)
6.35348894447112e+004	(1.35573163243644e+001dB,1.37601496127258e+002°)	(-4.84143761929402e+001dB,1.34226454375174e+002°)
6.50199470886189e+004	(1.35201521675550e+001dB,1.34521118938881e+002°)	(-4.94178733924717e+001dB,1.33174664989906e+002°)
6.65397163095044e+004	(1.34772474206827e+001dB,1.31389304511971e+002°)	(-5.04213540535145e+001dB,1.32147142495121e+002°)
6.80950084520188e+004	(1.34279224270474e+001dB,1.28203825542821e+002°)	(-5.14248182616975e+001dB,1.31143228826949e+002°)
6.96866538250957e+004	(1.33714325475976e+001dB,1.24962735795986e+002°)	(-5.24282660373741e+001dB,1.30162284909494e+002°)
7.13155021452202e+004	(1.33069676534875e+001dB,1.21664443022878e+002°)	(-5.34316973341327e+001dB,1.29203689691418e+002°)
7.29824229900583e+004	(1.32336533390475e+001dB,1.18307789782564e+002°)	(-5.44351120370921e+001dB,1.28266839235322e+002°)
7.46883062626909e+004	(1.31505542881961e+001dB,1.14892140797476e+002°)	(-5.54385099609263e+001dB,1.27351145854674e+002°)
7.64340626666971e+004	(1.30566802324356e+001dB,1.11417474616990e+002°)	(-5.64418908475662e+001dB,1.26456037293526e+002°)
7.82206241923432e+004	(1.29509949072474e+001dB,1.07884476374298e+002°)	(-5.74452543635312e+001dB,1.25580955944655e+002°)
8.00489446141353e+004	(1.28324283342258e+001dB,1.04294627367648e+002°)	(-5.84486000968453e+001dB,1.24725358102137e+002°)
8.19200000000020e+004	(1.26998926187252e+001dB,1.00650286175562e+002°)	(-5.94519275534935e+001dB,1.23888713244651e+002°)
8.38347892323778e+004	(1.25523012517291e+001dB,9.69547551657445e+001°)	(-6.04552361533734e+001dB,1.23070503346122e+002°)
8.57943345414678e+004	(1.23885916424623e+001dB,9.32123257493800e+001°)	(-6.14585252256941e+001dB,1.22270222210509e+002°)
8.77996820509753e+004	(1.22077502981563e+001dB,8.94282957483416e+001°)	(-6.24617940037753e+001dB,1.21487374827774e+002°)
8.98519023365859e+004	(1.20088397353270e+001dB,8.56089529447770e+001°)	(-6.34650416191911e+001dB,1.20721476748248e+002°)
9.19520909975061e+004	(1.17910258912860e+001dB,8.17615203720881e+001°)	(-6.44682670952043e+001dB,1.19972053472731e+002°)
9.41013692413594e+004	(1.15536045525610e+001dB,7.78940611814477e+001°)	(-6.54714693394273e+001dB,1.19238639855842e+002°)
9.63008844827556e+004	(1.12960251772616e+001dB,7.40153438413460e+001°)	(-6.64746471356420e+001dB,1.18520779520183e+002°)
9.85518109558494e+004	(1.10179105018358e+001dB,7.01346717182259e+001°)	(-6.74777991347052e+001dB,1.17818024279036e+002°)
1.00855350341218e+005	(1.07190705110748e+001dB,6.62616843455928e+001°)	(-6.84809238444561e+001dB,1.17129933565309e+002°)
1.03212732407391e+005	(1.03995097087323e+001dB,6.24061404629515e+001°)	(-6.94840196185358e+001dB,1.16456073864582e+002°)
1.05625215667373e+005	(1.00594271200671e+001dB,5.85776947718159e+001°)	(-7.04870846440192e+001dB,1.15796018150065e+002°)
1.08094088050518e+005	(9.69920902667917e+000dB,5.47856810137103e+001°)	(-7.14901169277489e+001dB,1.15149345317378e+002°)
1.10620667590101e+005	(9.31941500302372e+000dB,5.10389133159770e+001°)	(-7.24931142812480e+001dB,1.14515639617015e+002°)
1.13206303126963e+005	(8.92075831779567e+000dB,4.73455158841401e+001°)	(-7.34960743040788e+001dB,1.13894490082398e+002°)
1.15852375029607e+005	(8.50408212169692e+000dB,4.37127883449122e+001°)	(-7.44989943654973e+001dB,1.13285489951396e+002°)
1.18560295931119e+005	(8.07033303129284e+000dB,4.01471107844602e+001°)	(-7.55018715842388e+001dB,1.12688236079157e+002°)
1.21331511483318e+005	(7.62053373187100e+000dB,3.66538892363914e+001°)	(-7.65047028062531e+001dB,1.12102328340081e+002°)
1.24167501128535e+005	(7.15575608241724e+000dB,3.32375394514229e+001°)	(-7.75074845801883e+001dB,1.11527369016713e+002°)
1.27069778889423e+005	(6.67709595367135e+000dB,2.99015045066750e+001°)	(-7.85102131304004e+001dB,1.10962962173268e+002°)
1.30039894177238e+005	(6.18565071455180e+000dB,2.66483003242134e+001°)	(-7.95128843272424e+001dB,1.10408713011457e+002°)
1.33079432619009e+005	(5.68249995019780e+000dB,2.34795824676608e+001°)	(-8.05154936543629e+001dB,1.09864227206196e+002°)
1.36190016904038e+005	(5.16868968482714e+000dB,2.03962275708851e+001°)	(-8.15180361727123e+001dB,1.09329110218696e+002°)
1.39373307650192e+005	(4.64522012050098e+000dB,1.73984232616247e+001°)	(-8.25205064809246e+001dB,1.08802966584349e+002°)
1.42631004290441e+005	(4.11303670191870e+000dB,1.44857612933843e+001°)	(-8.35228986717086e+001dB,1.08285399172722e+002°)
1.45964845980117e+005	(3.57302417989529e+000dB,1.16573296208898e+001°)	(-8.45252062838412e+001dB,1.07776008416866e+002°)
